# Client: PowClient
# Tasks: 10000
# Format: task_input | result

pow(3.395576, -0.054698) = 0.935320
pow(2.950693, 2.829468) = 21.361653
pow(1.427077, 2.475472) = 2.411739
pow(2.670707, -1.690993) = 0.189923
pow(0.163608, 1.613229) = 0.053912
pow(1.145367, 2.234731) = 1.354334
pow(-2.358980, -2.257713) = -nan
pow(-1.849132, 2.701293) = -nan
pow(0.061121, -1.813798) = 159.076302
pow(-0.377249, -0.541705) = -nan
pow(-4.022095, 2.387469) = -nan
pow(3.680841, -2.979210) = 0.020603
pow(3.858743, -1.412006) = 0.148571
pow(-0.482788, -2.861496) = -nan
pow(-3.048006, 1.637989) = -nan
pow(-3.568089, 0.562882) = -nan
pow(-3.158361, -2.831655) = -nan
pow(2.115427, 2.447114) = 6.255851
pow(1.018152, -2.305703) = 0.959371
pow(3.527497, 0.083001) = 1.110300
pow(-3.069238, 2.913440) = -nan
pow(-4.654232, 1.723740) = -nan
pow(3.751554, 0.947374) = 3.499394
pow(-4.710166, 1.405366) = -nan
pow(0.098620, 1.120901) = 0.074530
pow(4.828407, 1.334350) = 8.173988
pow(-2.674654, -0.290879) = -nan
pow(4.786455, -2.406610) = 0.023093
pow(4.996657, -1.922501) = 0.045372
pow(4.403778, 2.988771) = 83.993713
pow(3.134802, -0.769704) = 0.415016
pow(-3.885529, -0.814011) = -nan
pow(-2.399788, 2.720198) = -nan
pow(-4.155256, 0.907777) = -nan
pow(-0.168121, -2.203854) = -nan
pow(4.449691, 0.604290) = 2.464787
pow(3.859933, -0.613752) = 0.436501
pow(3.894946, -0.163888) = 0.800247
pow(0.762063, 2.852397) = 0.460671
pow(2.396671, 1.955826) = 5.526473
pow(1.983962, 1.137558) = 2.180025
pow(-0.747062, -2.210297) = -nan
pow(2.321461, -0.093509) = 0.924268
pow(1.457610, 0.518674) = 1.215840
pow(4.573493, -0.329839) = 0.605653
pow(-0.943395, -1.585996) = -nan
pow(1.695880, 1.809692) = 2.600965
pow(-2.900956, -0.350737) = -nan
pow(-0.025764, 0.301842) = -nan
pow(-4.172330, 2.210872) = -nan
pow(0.277323, 0.683161) = 0.416360
pow(3.814447, -2.590571) = 0.031172
pow(-0.423760, -0.682061) = -nan
pow(3.628310, 1.878513) = 11.256714
pow(1.381632, 0.853359) = 1.317665
pow(-3.362713, -0.182982) = -nan
pow(0.305159, 0.430412) = 0.599976
pow(-4.590963, -2.766156) = -nan
pow(0.331940, -0.478879) = 1.695722
pow(3.158934, 0.582916) = 1.955196
pow(2.581255, 0.328898) = 1.365999
pow(-3.478236, 1.755456) = -nan
pow(1.654962, 0.302420) = 1.164571
pow(0.910193, -1.045821) = 1.103415
pow(0.365160, -0.050499) = 1.052190
pow(1.628645, 2.107005) = 2.794597
pow(3.909035, -1.503449) = 0.128782
pow(0.934685, -2.999461) = 1.224582
pow(3.412798, -1.431614) = 0.172501
pow(2.516240, -0.905520) = 0.433622
pow(-2.377959, -1.839154) = -nan
pow(3.790528, -2.918929) = 0.020456
pow(1.398645, 1.236305) = 1.514046
pow(-0.458803, 2.927085) = -nan
pow(-3.241287, 0.309343) = -nan
pow(4.669408, -1.799626) = 0.062457
pow(4.354567, 0.924101) = 3.894481
pow(2.399053, -0.461920) = 0.667501
pow(-2.909110, 0.388264) = -nan
pow(-0.845726, 2.264475) = -nan
pow(0.409017, 2.123055) = 0.149867
pow(2.468265, -0.488953) = 0.642893
pow(2.737313, -1.737112) = 0.173907
pow(-1.918825, -0.670711) = -nan
pow(2.212304, 2.680358) = 8.400545
pow(4.888700, 0.081934) = 1.138854
pow(-2.130662, -2.213703) = -nan
pow(-1.171237, -2.351297) = -nan
pow(3.942175, 1.930993) = 14.137138
pow(-3.418784, -0.952890) = -nan
pow(-4.542707, -2.896497) = -nan
pow(-0.079314, 1.932865) = -nan
pow(-3.392003, -1.806983) = -nan
pow(-4.676852, -2.162748) = -nan
pow(2.341020, 1.827779) = 4.733594
pow(0.200177, -0.745138) = 3.315456
pow(-4.279647, 0.151252) = -nan
pow(-2.734249, -0.392417) = -nan
pow(-0.961411, 2.312019) = -nan
pow(4.893691, 2.672576) = 69.679686
pow(-2.652302, 1.064715) = -nan
pow(0.934417, -2.525617) = 1.186869
pow(-0.398584, -2.315538) = -nan
pow(-0.341042, -2.947090) = -nan
pow(1.468107, -2.104332) = 0.445745
pow(-1.982539, -0.567916) = -nan
pow(-0.984634, 0.212617) = -nan
pow(-1.429678, -0.170716) = -nan
pow(-1.282902, 0.846377) = -nan
pow(3.198853, -2.497380) = 0.054807
pow(-3.545759, -2.811216) = -nan
pow(3.652501, 0.018186) = 1.023838
pow(3.195990, 1.938270) = 9.507395
pow(-2.347903, 0.969482) = -nan
pow(-1.842924, 0.595242) = -nan
pow(-4.923332, -1.085901) = -nan
pow(1.797476, 1.025729) = 1.824800
pow(1.995948, -1.262651) = 0.417846
pow(-2.189015, 0.059025) = -nan
pow(0.576608, 0.341094) = 0.828777
pow(-1.295172, -0.670380) = -nan
pow(-4.939242, 1.375584) = -nan
pow(-3.726291, -2.043003) = -nan
pow(-2.870217, 2.425929) = -nan
pow(-1.121609, 0.960506) = -nan
pow(0.921542, 0.609366) = 0.951430
pow(0.050646, -0.744274) = 9.208212
pow(-3.522972, 2.088257) = -nan
pow(0.248357, 0.100047) = 0.869919
pow(4.763679, 0.634993) = 2.694566
pow(1.121317, -2.124260) = 0.784086
pow(3.218961, 2.790610) = 26.111782
pow(1.180688, -0.667450) = 0.895063
pow(-0.550903, -1.952914) = -nan
pow(-2.513403, 0.633751) = -nan
pow(2.524098, -0.156413) = 0.865178
pow(3.439851, 2.424450) = 19.990040
pow(-4.520979, -2.820286) = -nan
pow(-1.464672, 2.524651) = -nan
pow(2.132632, 0.455674) = 1.412142
pow(-1.721584, -2.377351) = -nan
pow(-2.873349, -2.533557) = -nan
pow(-1.482572, 2.980018) = -nan
pow(-0.715774, -0.272257) = -nan
pow(3.255441, -2.223390) = 0.072488
pow(1.877126, -1.989500) = 0.285683
pow(-0.191153, 0.634659) = -nan
pow(1.907179, 0.410625) = 1.303574
pow(-2.239180, 2.957681) = -nan
pow(-4.447682, 1.278286) = -nan
pow(3.408399, 2.091482) = 12.996299
pow(0.333556, 0.484798) = 0.587264
pow(-2.746684, -1.335163) = -nan
pow(2.045314, -1.626083) = 0.312377
pow(-3.663350, -2.290711) = -nan
pow(-4.895748, 1.018549) = -nan
pow(-3.445760, 0.363994) = -nan
pow(2.503901, -2.171589) = 0.136260
pow(-1.129147, -2.092653) = -nan
pow(-3.934924, 0.079418) = -nan
pow(1.574798, 0.468482) = 1.237076
pow(-4.310318, -1.966014) = -nan
pow(-0.880634, -0.853731) = -nan
pow(-2.040539, -1.034821) = -nan
pow(-2.409823, 1.260207) = -nan
pow(3.739129, 0.770558) = 2.762820
pow(4.680456, -2.758631) = 0.014155
pow(1.459028, 2.620689) = 2.691287
pow(-2.856628, 0.622473) = -nan
pow(0.678394, 2.481479) = 0.381791
pow(-3.154121, 0.976469) = -nan
pow(-4.690892, -0.529313) = -nan
pow(-2.074233, 0.895952) = -nan
pow(-3.418898, 1.395422) = -nan
pow(2.740798, 1.051725) = 2.887529
pow(-1.255615, 1.165252) = -nan
pow(2.036838, 2.903975) = 7.892271
pow(-4.539411, -1.051353) = -nan
pow(-2.380464, -2.221862) = -nan
pow(3.867698, 0.802050) = 2.959144
pow(1.753029, 0.188727) = 1.111756
pow(2.098002, -0.391103) = 0.748412
pow(3.681246, 1.681676) = 8.949938
pow(3.240693, -2.282359) = 0.068319
pow(-3.159361, 1.419180) = -nan
pow(-2.488813, 1.905735) = -nan
pow(-4.827593, 1.575487) = -nan
pow(-1.671543, -2.454468) = -nan
pow(4.610280, 2.680723) = 60.154668
pow(-2.273991, 2.273084) = -nan
pow(4.236574, 0.856612) = 3.444356
pow(-1.654729, 2.343227) = -nan
pow(-1.734781, 2.154307) = -nan
pow(2.161470, -1.667150) = 0.276645
pow(1.763502, -0.786849) = 0.639940
pow(3.011091, -1.432095) = 0.206263
pow(0.763043, 1.005562) = 0.761896
pow(-3.465999, -0.372809) = -nan
pow(-1.309365, 1.762450) = -nan
pow(-1.302434, -0.677232) = -nan
pow(2.393543, 2.537064) = 9.154864
pow(-2.325176, -1.465866) = -nan
pow(4.986891, 0.241268) = 1.473546
pow(3.944848, 1.227792) = 5.392639
pow(0.228086, -1.705319) = 12.435056
pow(-1.017126, -1.202649) = -nan
pow(4.851585, -0.453760) = 0.488397
pow(3.046765, -0.391211) = 0.646721
pow(-4.528819, -1.754569) = -nan
pow(-1.160038, 2.171893) = -nan
pow(0.181474, 0.586435) = 0.367572
pow(-0.630368, -0.135112) = -nan
pow(2.878620, -0.970384) = 0.358439
pow(2.707175, -2.788970) = 0.062191
pow(2.591581, 1.674829) = 4.927772
pow(4.583851, -1.671202) = 0.078515
pow(1.654381, 2.333180) = 3.236800
pow(-2.600305, -1.237117) = -nan
pow(1.457901, 2.765013) = 2.836024
pow(0.458833, -1.143291) = 2.436842
pow(-2.669429, -2.107308) = -nan
pow(-2.397042, -1.570852) = -nan
pow(0.927300, -0.147923) = 1.011228
pow(-0.838414, 2.776424) = -nan
pow(2.062997, -1.268116) = 0.399190
pow(2.464304, -0.678066) = 0.542507
pow(2.953236, 2.867070) = 22.303732
pow(4.294114, -0.265371) = 0.679287
pow(-4.021604, -2.500869) = -nan
pow(-1.377407, -0.289571) = -nan
pow(1.750285, -1.338981) = 0.472587
pow(-3.168553, 0.337737) = -nan
pow(-1.391691, 1.936936) = -nan
pow(0.211181, 0.654189) = 0.361573
pow(4.181080, 1.578600) = 9.566790
pow(4.542535, -1.132287) = 0.180198
pow(3.190672, -2.479650) = 0.056305
pow(3.093975, -2.410685) = 0.065693
pow(-4.819792, 1.040321) = -nan
pow(4.856269, -0.181166) = 0.751044
pow(2.220638, 2.648043) = 8.269671
pow(2.495415, -2.128346) = 0.142805
pow(0.670134, -1.592568) = 1.891686
pow(-4.401463, -2.530055) = -nan
pow(3.437135, -2.448742) = 0.048640
pow(-4.201594, 2.170416) = -nan
pow(-0.234106, 1.962519) = -nan
pow(0.162879, -0.198236) = 1.432969
pow(-0.186416, 1.953881) = -nan
pow(-3.633793, 0.010056) = -nan
pow(4.416586, 1.653826) = 11.664357
pow(0.183354, -0.675614) = 3.145803
pow(0.832054, 2.646120) = 0.614768
pow(-3.365951, 2.441611) = -nan
pow(-0.490491, -1.609085) = -nan
pow(-3.258528, 1.464546) = -nan
pow(-1.544487, 1.048110) = -nan
pow(4.135549, -1.392368) = 0.138535
pow(-0.990530, 2.622345) = -nan
pow(-2.229089, 1.487332) = -nan
pow(0.653728, -1.874030) = 2.217945
pow(-2.166032, -1.660423) = -nan
pow(-0.990202, 0.849595) = -nan
pow(3.546244, 1.891381) = 10.960294
pow(-4.175987, 1.657944) = -nan
pow(0.886920, -2.979890) = 1.429878
pow(-3.373813, 1.129574) = -nan
pow(-3.218521, -0.246706) = -nan
pow(-2.818530, 2.042103) = -nan
pow(0.966825, -2.555148) = 1.090031
pow(-4.197673, 1.267095) = -nan
pow(-2.281353, 0.298695) = -nan
pow(4.387520, -0.090371) = 0.874907
pow(-0.549352, 1.725419) = -nan
pow(-0.413791, 1.174949) = -nan
pow(-2.233749, 1.832724) = -nan
pow(-2.083714, -1.216836) = -nan
pow(-2.589629, 2.916133) = -nan
pow(4.793813, 1.038460) = 5.091666
pow(-2.132363, -1.225119) = -nan
pow(3.841294, 1.584557) = 8.436021
pow(-4.966154, -2.708038) = -nan
pow(-1.205607, 2.614106) = -nan
pow(4.293432, 1.689351) = 11.722738
pow(3.312349, 0.315876) = 1.459817
pow(-3.865629, 0.900412) = -nan
pow(2.377113, -0.147222) = 0.880313
pow(-4.169842, -1.194707) = -nan
pow(0.299722, -0.614790) = 2.097528
pow(-2.318731, 1.380142) = -nan
pow(0.709336, 2.631038) = 0.405122
pow(-1.374678, 0.695088) = -nan
pow(0.609851, -0.327919) = 1.176059
pow(-4.452015, 0.644590) = -nan
pow(-0.191150, -1.367129) = -nan
pow(-1.509831, -2.243644) = -nan
pow(4.757548, -0.250353) = 0.676730
pow(3.468223, -0.222812) = 0.757980
pow(-2.789811, -2.084027) = -nan
pow(-3.268079, 2.069562) = -nan
pow(-4.352716, -1.721299) = -nan
pow(-0.701337, -0.790240) = -nan
pow(3.824288, 0.134217) = 1.197260
pow(-2.862001, -0.999663) = -nan
pow(3.110291, 1.927427) = 8.909185
pow(-2.822356, 0.122674) = -nan
pow(0.930380, 2.313299) = 0.846258
pow(4.228179, 1.422853) = 7.779010
pow(4.224311, -2.482269) = 0.027971
pow(0.135669, 2.740921) = 0.004190
pow(0.296592, -1.922327) = 10.343847
pow(1.716423, 2.407871) = 3.672360
pow(0.626730, 1.651411) = 0.462271
pow(-1.514086, -1.987571) = -nan
pow(4.413243, 1.746289) = 13.363903
pow(-0.656180, 0.028595) = -nan
pow(3.639355, -2.389608) = 0.045643
pow(1.585465, 0.226413) = 1.109987
pow(-2.867816, -2.401379) = -nan
pow(-2.066258, -1.649845) = -nan
pow(4.929597, -1.765036) = 0.059864
pow(-2.952621, 1.282028) = -nan
pow(-4.511360, -0.318703) = -nan
pow(4.427958, -2.953510) = 0.012343
pow(1.321447, 2.078539) = 1.784869
pow(-0.827123, 0.593075) = -nan
pow(0.737133, -2.011610) = 1.846910
pow(-1.640914, -0.039160) = -nan
pow(-0.920436, -2.001163) = -nan
pow(0.527635, -2.105811) = 3.843376
pow(-3.287720, -2.311406) = -nan
pow(-4.740521, -1.992434) = -nan
pow(-4.924540, -2.661540) = -nan
pow(-0.807718, -1.638002) = -nan
pow(-2.027747, -2.158824) = -nan
pow(-4.472037, 1.009136) = -nan
pow(0.351970, -1.609313) = 5.368028
pow(1.935315, 1.813319) = 3.311098
pow(3.088456, -2.183985) = 0.085195
pow(0.125593, -0.130931) = 1.312120
pow(-2.404371, -0.424944) = -nan
pow(4.229546, 0.915677) = 3.745268
pow(3.456233, -2.878696) = 0.028153
pow(3.247840, -0.219801) = 0.771882
pow(-2.062802, -2.399112) = -nan
pow(3.352039, -2.299375) = 0.061961
pow(1.898804, -0.418089) = 0.764840
pow(-0.253403, -2.834483) = -nan
pow(-1.639840, 2.868989) = -nan
pow(0.808210, -0.356572) = 1.078883
pow(4.740192, -2.857807) = 0.011714
pow(-3.803387, -0.876177) = -nan
pow(4.375550, 0.329481) = 1.626328
pow(-0.472927, 2.875244) = -nan
pow(-4.880770, 2.882137) = -nan
pow(4.121649, 2.499523) = 34.465476
pow(-4.744889, -2.444065) = -nan
pow(1.652110, -1.777046) = 0.409765
pow(3.601411, 0.700016) = 2.452108
pow(4.592507, 2.280601) = 32.349779
pow(-2.863740, 2.306685) = -nan
pow(-0.133805, 0.012725) = -nan
pow(-4.063488, 1.331815) = -nan
pow(4.513174, -2.169501) = 0.038028
pow(-1.781530, 2.818884) = -nan
pow(0.694741, 1.457392) = 0.588131
pow(4.775702, -0.659500) = 0.356595
pow(-1.432712, 1.526124) = -nan
pow(-2.734398, 2.911348) = -nan
pow(-1.408190, 2.341254) = -nan
pow(-2.172546, 2.423851) = -nan
pow(-3.053735, -0.690051) = -nan
pow(2.280642, -0.491711) = 0.666714
pow(4.255510, -0.815345) = 0.307035
pow(1.920501, -2.101276) = 0.253786
pow(-2.562829, -2.312589) = -nan
pow(-0.070193, -1.329038) = -nan
pow(3.711152, 1.196358) = 4.801053
pow(-4.832633, -1.381294) = -nan
pow(3.362417, -2.183518) = 0.070802
pow(2.931841, 0.483626) = 1.682368
pow(-2.232052, 0.840216) = -nan
pow(3.235367, 2.102974) = 11.812879
pow(1.110112, 1.347888) = 1.151197
pow(4.778628, 0.676053) = 2.879024
pow(-0.628772, -2.250748) = -nan
pow(2.000724, -2.986560) = 0.126034
pow(-3.072846, 2.608001) = -nan
pow(-4.342188, -1.553955) = -nan
pow(-1.840859, -1.109130) = -nan
pow(-1.589643, 0.202763) = -nan
pow(1.189685, 2.908755) = 1.657346
pow(-3.452915, 0.095167) = -nan
pow(-2.078101, -2.590446) = -nan
pow(2.199761, 1.418313) = 3.059114
pow(-3.008007, 0.946370) = -nan
pow(3.409461, -1.902107) = 0.097001
pow(4.305084, -1.387282) = 0.131974
pow(-0.987267, 0.498460) = -nan
pow(2.164126, 0.922223) = 2.038005
pow(-3.489380, -2.116404) = -nan
pow(-2.208423, -2.743194) = -nan
pow(-0.810896, 2.400995) = -nan
pow(-1.439561, 2.239746) = -nan
pow(-0.204698, 1.528651) = -nan
pow(2.910024, 1.238056) = 3.752581
pow(2.754757, 0.590017) = 1.818264
pow(-0.010485, 2.542401) = -nan
pow(2.170027, -1.705099) = 0.266866
pow(-4.589189, -0.557430) = -nan
pow(1.117948, -1.939821) = 0.805509
pow(1.083646, 2.517787) = 1.224164
pow(0.093389, 2.963774) = 0.000888
pow(-3.968444, -0.106848) = -nan
pow(1.082982, -2.329854) = 0.830496
pow(-3.397478, -1.161669) = -nan
pow(-0.375256, -2.032256) = -nan
pow(4.359059, 0.358456) = 1.695096
pow(2.674472, -1.221163) = 0.300796
pow(4.924535, -1.456265) = 0.098114
pow(-3.857653, 1.302043) = -nan
pow(-4.682881, -0.203871) = -nan
pow(1.888835, -0.123035) = 0.924737
pow(1.862385, -2.273272) = 0.243253
pow(-1.121319, 2.920195) = -nan
pow(-3.538231, 2.268133) = -nan
pow(1.399230, -2.615590) = 0.415349
pow(1.392755, 2.669047) = 2.421075
pow(1.867762, 0.666294) = 1.516282
pow(-2.738468, 2.098360) = -nan
pow(2.267042, -0.134965) = 0.895417
pow(2.108679, -1.970251) = 0.229942
pow(-0.612847, -2.468874) = -nan
pow(0.911748, -0.401284) = 1.037771
pow(4.983803, -1.031429) = 0.190772
pow(-0.683980, -0.939892) = -nan
pow(3.831222, 0.347132) = 1.594025
pow(0.702823, -0.229550) = 1.084318
pow(-3.379345, -2.889506) = -nan
pow(3.803279, -0.013899) = 0.981604
pow(1.842896, -1.195630) = 0.481459
pow(1.250131, 1.639414) = 1.441949
pow(4.612671, -2.645304) = 0.017524
pow(-3.934311, -0.646600) = -nan
pow(-2.637371, -2.956864) = -nan
pow(-0.494889, 1.720710) = -nan
pow(4.359023, 1.664475) = 11.594380
pow(1.148437, 2.277317) = 1.370513
pow(4.781010, 2.475671) = 48.113493
pow(2.994708, -0.977026) = 0.342444
pow(-0.243042, 0.931281) = -nan
pow(-0.307823, 0.539915) = -nan
pow(2.118310, 0.049856) = 1.038132
pow(1.292450, 1.343045) = 1.411346
pow(2.891413, -0.859387) = 0.401539
pow(-0.507223, 1.481108) = -nan
pow(-0.931493, 0.686301) = -nan
pow(1.845213, -2.525831) = 0.212819
pow(0.794291, -1.814004) = 1.518577
pow(-0.957653, -1.182476) = -nan
pow(2.439854, 0.380545) = 1.404136
pow(3.459068, -0.225296) = 0.756092
pow(3.722683, 2.860712) = 42.959069
pow(-3.291730, -1.938401) = -nan
pow(-2.742008, 1.388029) = -nan
pow(-0.116058, -0.526783) = -nan
pow(-2.582635, 2.466246) = -nan
pow(2.580543, 2.424358) = 9.957152
pow(3.469461, 0.732430) = 2.487163
pow(2.770069, -2.390198) = 0.087571
pow(4.178936, -2.096131) = 0.049907
pow(4.030230, 2.997187) = 65.205893
pow(-1.625068, 2.355381) = -nan
pow(-4.189496, -0.421887) = -nan
pow(-1.291363, 0.894006) = -nan
pow(3.164599, 0.110853) = 1.136218
pow(2.311865, -1.859178) = 0.210537
pow(-1.913461, -0.358340) = -nan
pow(1.281759, 2.395490) = 1.812378
pow(4.449836, -2.594779) = 0.020782
pow(3.284892, -1.355330) = 0.199500
pow(-3.601656, -1.127079) = -nan
pow(0.368352, 0.452048) = 0.636693
pow(0.291429, -1.583700) = 7.047231
pow(1.932623, 1.594535) = 2.859380
pow(-1.330583, 0.744979) = -nan
pow(0.350721, -0.280630) = 1.341830
pow(1.496790, 1.519487) = 1.845674
pow(2.397088, 2.275928) = 7.313634
pow(-1.648131, 2.158435) = -nan
pow(2.959172, 0.777116) = 2.323559
pow(-4.427377, 0.136968) = -nan
pow(-3.754877, -1.574179) = -nan
pow(4.115610, 1.424584) = 7.504353
pow(3.109920, 1.141377) = 3.651006
pow(3.383577, -0.548323) = 0.512544
pow(4.243441, -0.395027) = 0.564982
pow(4.189520, -1.317035) = 0.151561
pow(0.380846, 2.904067) = 0.060599
pow(2.449731, 1.740038) = 4.754235
pow(-1.896373, 1.889647) = -nan
pow(1.944430, -1.914008) = 0.280059
pow(3.924305, -2.355162) = 0.039957
pow(-1.808150, 2.018607) = -nan
pow(-2.615256, 2.481922) = -nan
pow(3.741804, -2.533152) = 0.035343
pow(1.440789, -2.296357) = 0.432311
pow(-1.449775, -0.748873) = -nan
pow(3.311443, -1.013591) = 0.297109
pow(3.756958, -0.522546) = 0.500751
pow(0.905097, -2.039593) = 1.225530
pow(0.503766, -1.473055) = 2.745578
pow(-1.440038, -1.964070) = -nan
pow(3.352903, -0.831408) = 0.365730
pow(-4.457474, 0.794486) = -nan
pow(1.861083, 1.772156) = 3.006541
pow(-3.178876, 2.045478) = -nan
pow(1.903624, -1.071059) = 0.501825
pow(3.656164, 0.158909) = 1.228768
pow(0.985300, -2.967773) = 1.044932
pow(3.394021, -2.436220) = 0.050940
pow(-1.314874, -2.975760) = -nan
pow(4.500381, -0.051115) = 0.925996
pow(-0.577326, 2.060124) = -nan
pow(-1.840285, 1.133808) = -nan
pow(1.099652, -1.236953) = 0.889139
pow(4.768671, -2.469588) = 0.021117
pow(1.114008, -0.263869) = 0.971914
pow(1.306883, 0.890703) = 1.269206
pow(3.643349, -1.430629) = 0.157290
pow(-3.130869, 1.667362) = -nan
pow(3.590057, 2.370280) = 20.689285
pow(3.592558, 2.888408) = 40.200625
pow(2.526406, 0.088165) = 1.085143
pow(-1.316079, -2.496334) = -nan
pow(-3.855573, 0.469930) = -nan
pow(-1.851484, -1.600444) = -nan
pow(-1.164563, 2.460700) = -nan
pow(-4.061701, 2.449225) = -nan
pow(4.032479, 1.145176) = 4.937270
pow(0.885173, 1.044444) = 0.880388
pow(-1.633151, -0.892310) = -nan
pow(2.964562, 2.167479) = 10.543010
pow(3.411599, -2.816837) = 0.031531
pow(2.750747, -2.616328) = 0.070836
pow(4.709113, -1.465148) = 0.103287
pow(2.578294, -0.487708) = 0.630071
pow(0.465596, 0.082953) = 0.938557
pow(-1.568185, 0.750454) = -nan
pow(-4.813208, -0.257909) = -nan
pow(4.459817, -2.894260) = 0.013204
pow(-0.613495, 2.748033) = -nan
pow(0.630559, -2.134806) = 2.676371
pow(-0.955535, -1.268158) = -nan
pow(-0.003365, -1.768584) = -nan
pow(-4.733547, -1.120047) = -nan
pow(0.962389, 0.408987) = 0.984443
pow(2.511935, 1.549385) = 4.166457
pow(3.629072, 0.938129) = 3.350892
pow(4.645204, -1.723439) = 0.070869
pow(-4.744598, 2.545080) = -nan
pow(-1.174811, -0.001321) = -nan
pow(-1.536248, 2.055554) = -nan
pow(-2.632168, 2.396274) = -nan
pow(0.137655, -1.412221) = 16.451936
pow(2.039368, -2.341370) = 0.188520
pow(3.672239, -2.935504) = 0.021961
pow(-3.205418, 0.901975) = -nan
pow(2.122393, 2.393212) = 6.055685
pow(-2.641882, 2.228462) = -nan
pow(-2.612317, -2.673000) = -nan
pow(4.208893, 0.598882) = 2.364845
pow(-4.779890, 2.273406) = -nan
pow(-2.367383, 0.258132) = -nan
pow(-4.226677, -0.241195) = -nan
pow(-4.876964, 1.182212) = -nan
pow(1.546077, -0.342345) = 0.861425
pow(-1.847988, 0.065556) = -nan
pow(-3.659074, -2.906068) = -nan
pow(4.768820, 1.562740) = 11.486299
pow(4.768478, -1.673608) = 0.073225
pow(0.920869, -0.245194) = 1.020419
pow(2.235687, -2.731780) = 0.111042
pow(2.334777, -0.555314) = 0.624465
pow(-3.475899, -1.725690) = -nan
pow(-1.990818, 1.471825) = -nan
pow(-4.404436, 2.907638) = -nan
pow(0.370635, 2.469505) = 0.086201
pow(-1.233074, 1.144581) = -nan
pow(-3.317170, 0.233387) = -nan
pow(-3.425906, 1.587326) = -nan
pow(4.016428, -2.621771) = 0.026114
pow(2.016150, -1.671181) = 0.309804
pow(2.720571, 1.086289) = 2.965967
pow(-0.160831, 2.455493) = -nan
pow(-1.105519, -0.786939) = -nan
pow(4.502115, 0.970566) = 4.307092
pow(-2.096367, 2.507365) = -nan
pow(-1.982027, 0.367241) = -nan
pow(-3.948174, 0.234090) = -nan
pow(-3.472640, -0.249425) = -nan
pow(-1.785354, 2.814367) = -nan
pow(-2.578173, -1.163664) = -nan
pow(-4.808292, 2.374627) = -nan
pow(-3.702185, 2.440938) = -nan
pow(-2.468064, 0.238782) = -nan
pow(3.961700, 2.385361) = 26.678641
pow(-1.751948, 1.651584) = -nan
pow(1.280586, -0.758403) = 0.828974
pow(0.600810, 1.971743) = 0.366207
pow(-1.737644, -1.901611) = -nan
pow(3.825577, -0.725737) = 0.377672
pow(3.296281, -1.203017) = 0.238127
pow(4.148158, -2.703068) = 0.021374
pow(-2.988804, -2.136880) = -nan
pow(0.836338, -2.735476) = 1.630504
pow(4.894793, 0.304023) = 1.620673
pow(3.750830, -1.980061) = 0.072978
pow(1.664072, -1.538605) = 0.456776
pow(-1.332568, 1.127321) = -nan
pow(-3.540169, -2.611371) = -nan
pow(1.316218, -0.829826) = 0.796120
pow(0.963071, 1.229980) = 0.954773
pow(3.778004, -1.460792) = 0.143463
pow(3.031040, -2.586980) = 0.056772
pow(4.062790, -1.422571) = 0.136114
pow(-2.080789, -2.882465) = -nan
pow(2.597650, -2.135804) = 0.130178
pow(-3.730202, 2.460471) = -nan
pow(-2.381807, -1.351320) = -nan
pow(0.841747, -0.961303) = 1.180111
pow(-3.115859, -2.074487) = -nan
pow(1.045148, 1.238685) = 1.056222
pow(4.408364, -2.005217) = 0.051060
pow(-1.305525, -0.432997) = -nan
pow(0.201036, -2.091494) = 28.654755
pow(-1.525358, -1.698214) = -nan
pow(1.034910, 0.844927) = 1.029418
pow(-1.318186, 0.805021) = -nan
pow(-0.991602, 1.723804) = -nan
pow(0.898338, -0.895816) = 1.100802
pow(-4.280902, 1.754506) = -nan
pow(-3.272947, -1.557444) = -nan
